2018-01-10 17:36:24, X61-1711-PC, http://localhost/
2018-01-10 17:36:27, X61-1711-PC, http://localhost/diagnosis/?lang=ja
2018-01-10 17:42:22, X61-1711-PC, http://localhost/diagnosis/?lang=ja
2018-01-10 17:42:34, X61-1711-PC, http://localhost/diagnosis/?lang=ja
2018-01-10 18:21:42, X61-1711-PC, http://localhost/
2018-01-10 18:21:50, X61-1711-PC, 
2018-01-10 18:22:15, X61-1711-PC, 
2018-01-11 10:12:41, X61-1711-PC, http://localhost/
2018-01-11 10:13:09, X61-1711-PC, http://localhost/diagnosis/?lang=ja
2018-01-11 10:13:18, X61-1711-PC, 
2018-01-11 10:13:24, X61-1711-PC, 
2018-01-11 10:15:07, X61-1711-PC, 
2018-01-11 10:37:57, X61-1711-PC, 
2018-01-11 10:43:37, X61-1711-PC, 
2018-01-11 10:49:02, X61-1711-PC, 
2018-01-11 10:50:11, X61-1711-PC, 
2018-01-11 10:51:01, X61-1711-PC, 
2018-01-11 10:51:27, X61-1711-PC, 
2018-01-11 10:51:47, X61-1711-PC, 
2018-01-11 10:52:00, X61-1711-PC, 
2018-01-11 10:52:10, X61-1711-PC, 
2018-01-11 10:53:29, X61-1711-PC, 
2018-01-11 10:54:04, X61-1711-PC, 
2018-01-11 10:56:18, X61-1711-PC, 
2018-01-11 10:58:16, X61-1711-PC, 
2018-01-11 10:58:43, X61-1711-PC, 
2018-01-12 07:25:36, X61-1711-PC, 
2018-01-12 07:29:16, X61-1711-PC, 
2018-01-12 07:29:20, X61-1711-PC, 
2018-01-12 07:29:27, X61-1711-PC, http://localhost/diagnosis_git/?lang=ja&t=2&fm=1
2018-01-12 07:31:23, X61-1711-PC, 
2018-01-12 07:35:10, X61-1711-PC, 
2018-01-12 07:38:21, X61-1711-PC, 
2018-01-12 07:46:51, X61-1711-PC, 
2018-01-12 07:46:57, X61-1711-PC, http://localhost/diagnosis_git/?lang=ja&t=2&fm=1
2018-01-12 07:47:03, X61-1711-PC, http://localhost/diagnosis_git/?lang=ja&t=2&measure=mTOcontracthome
2018-01-12 07:47:30, X61-1711-PC, http://localhost/diagnosis_git/?lang=ja&t=2
2018-01-12 07:49:10, X61-1711-PC, http://localhost/diagnosis_git/?lang=ja&t=2
2018-01-12 07:49:23, X61-1711-PC, 
2018-01-12 07:51:30, X61-1711-PC, 
2018-01-12 08:10:26, X61-1711-PC, 
2018-01-12 08:20:04, X61-1711-PC, 
2018-01-12 08:20:27, X61-1711-PC, 
2018-01-12 08:20:53, X61-1711-PC, 
2018-01-12 08:27:32, X61-1711-PC, 
2018-01-12 08:29:43, X61-1711-PC, 
2018-01-12 08:30:01, X61-1711-PC, http://localhost/diagnosis_git/?t=2
2018-01-12 08:31:45, X61-1711-PC, http://localhost/diagnosis_git/?t=2
2018-01-17 16:47:19, X61-1711-PC, 
2018-01-17 16:53:31, X61-1711-PC, 
2018-01-17 16:53:45, X61-1711-PC, http://localhost/diagnosis_git/?v=6&lang=zh
2018-01-17 16:58:03, X61-1711-PC, http://localhost/
2018-01-17 16:58:13, X61-1711-PC, 
2018-01-17 16:58:17, X61-1711-PC, 
